=== ANÁLISE DE IMPACTO DAS ORDENS - threads_t2_e1_run1.log ===
Data: 2025-08-05 23:13:07

TIMESTAMP,TRADER_ID,AÇÃO,TIPO_ORDEM,PREÇO_ORDEM,QUANTIDADE,STATUS,IMPACTO_PREÇO
