=== RACE CONDITION LOG - EXECUÇÃO 0 ===
Iniciado em: 2025-08-05 22:29:00.000000
Formato: Timestamp | Thread | Operação | Tipo | ID | Valor_Antigo | Valor_Novo | Detalhes
2025-08-05 22:29:01.982906 | Thread_0 | WRITE_INDICE | CONTADOR | 0 | 12.00 | 13.00 | Incremento de índice
2025-08-05 22:29:01.984769 | Thread_3 | WRITE_VOLUME | VOLUME | 5 | 1000.00 | 1010.00 | Escrita de volume modificado
2025-08-05 22:29:01.984796 | Thread_4 | WRITE_VOLUME | VOLUME | 5 | 1000.00 | 1010.00 | Escrita de volume modificado
2025-08-05 22:29:02.014891 | Thread_4 | WRITE_OPERACOES | CONTADOR | 5 | 0.00 | 1.00 | Incremento de operações
2025-08-05 22:29:02.014984 | Thread_3 | WRITE_OPERACOES | CONTADOR | 5 | 0.00 | 1.00 | Incremento de operações
2025-08-05 22:29:02.033002 | Thread_2 | WRITE_ARRAY | ORDEM | 15 | 15.00 | 2005.00 | Escrita na posição do array
2025-08-05 22:29:02.033074 | Thread_1 | WRITE_ARRAY | ORDEM | 15 | 2005.00 | 1005.00 | Escrita na posição do array
2025-08-05 22:29:02.033106 | Thread_0 | WRITE_ARRAY | ORDEM | 15 | 1005.00 | 5.00 | Escrita na posição do array
2025-08-05 22:29:02.045089 | Thread_4 | READ_PRECO | PRECO | 6 | 16.00 | 16.00 | Leitura de preço para modificação
2025-08-05 22:29:02.045138 | Thread_3 | READ_PRECO | PRECO | 6 | 16.00 | 16.00 | Leitura de preço para modificação
2025-08-05 22:29:02.083141 | Thread_2 | WRITE_PRECO | PRECO | 15 | 0.00 | 10.25 | Atualização de preço
2025-08-05 22:29:02.083187 | Thread_0 | WRITE_PRECO | PRECO | 15 | 10.25 | 10.05 | Atualização de preço
2025-08-05 22:29:02.083252 | Thread_1 | WRITE_PRECO | PRECO | 15 | 0.00 | 10.15 | Atualização de preço
2025-08-05 22:29:02.105255 | Thread_4 | WRITE_PRECO | PRECO | 6 | 16.00 | 16.10 | Escrita de preço modificado
2025-08-05 22:29:02.105300 | Thread_3 | WRITE_PRECO | PRECO | 6 | 16.00 | 16.10 | Escrita de preço modificado
2025-08-05 22:29:02.133241 | Thread_2 | WRITE_QUANTIDADE | VOLUME | 15 | 0.00 | 107.00 | Atualização de quantidade
2025-08-05 22:29:02.133282 | Thread_0 | WRITE_QUANTIDADE | VOLUME | 15 | 0.00 | 105.00 | Atualização de quantidade
2025-08-05 22:29:02.133333 | Thread_1 | WRITE_QUANTIDADE | VOLUME | 15 | 105.00 | 106.00 | Atualização de quantidade
2025-08-05 22:29:02.135348 | Thread_4 | READ_VOLUME | VOLUME | 6 | 1000.00 | 1000.00 | Leitura de volume para modificação
2025-08-05 22:29:02.135386 | Thread_3 | READ_VOLUME | VOLUME | 6 | 1000.00 | 1000.00 | Leitura de volume para modificação
2025-08-05 22:29:02.183344 | Thread_2 | WRITE_TIPO | TIPO | 15 | 78.00 | 67.00 | Atualização de tipo
2025-08-05 22:29:02.183396 | Thread_0 | WRITE_TIPO | TIPO | 15 | 78.00 | 67.00 | Atualização de tipo
2025-08-05 22:29:02.183486 | Thread_1 | WRITE_TIPO | TIPO | 15 | 67.00 | 86.00 | Atualização de tipo
2025-08-05 22:29:02.195602 | Thread_3 | WRITE_VOLUME | VOLUME | 6 | 1000.00 | 1010.00 | Escrita de volume modificado
2025-08-05 22:29:02.195658 | Thread_4 | WRITE_VOLUME | VOLUME | 6 | 1000.00 | 1010.00 | Escrita de volume modificado
2025-08-05 22:29:02.225746 | Thread_3 | WRITE_OPERACOES | CONTADOR | 6 | 0.00 | 1.00 | Incremento de operações
2025-08-05 22:29:02.225840 | Thread_4 | WRITE_OPERACOES | CONTADOR | 6 | 0.00 | 1.00 | Incremento de operações
2025-08-05 22:29:02.233475 | Thread_0 | WRITE_INDICE | CONTADOR | 0 | 15.00 | 16.00 | Incremento de índice
2025-08-05 22:29:02.233514 | Thread_2 | WRITE_INDICE | CONTADOR | 0 | 15.00 | 16.00 | Incremento de índice
2025-08-05 22:29:02.233569 | Thread_1 | WRITE_INDICE | CONTADOR | 0 | 17.00 | 18.00 | Incremento de índice
2025-08-05 22:29:02.255934 | Thread_3 | READ_PRECO | PRECO | 7 | 17.00 | 17.00 | Leitura de preço para modificação
